8434,1016,Fresh Vegetables,fairway-market/departments/1016,fairway-market/departments/1016/aisles/8434,Produce
8437,1016,Fresh Fruits,fairway-market/departments/1016,fairway-market/departments/1016/aisles/8437,Produce
8433,1016,Packaged Vegetables & Fruits,fairway-market/departments/1016,fairway-market/departments/1016/aisles/8433,Produce
8435,1016,Fresh Herbs,fairway-market/departments/1016,fairway-market/departments/1016/aisles/8435,Produce
8333,1016,Tofu & Meat Alternatives,fairway-market/departments/1016,fairway-market/departments/1016/aisles/8333,Produce
8436,1016,Dips,fairway-market/departments/1016,fairway-market/departments/1016/aisles/8436,Produce
8329,1004,Yogurt,fairway-market/departments/1004,fairway-market/departments/1004/aisles/8329,Dairy & Eggs
8325,1004,Packaged Cheese,fairway-market/departments/1004,fairway-market/departments/1004/aisles/8325,Dairy & Eggs
8326,1004,Milk,fairway-market/departments/1004,fairway-market/departments/1004/aisles/8326,Dairy & Eggs
8327,1004,Eggs,fairway-market/departments/1004,fairway-market/departments/1004/aisles/8327,Dairy & Eggs
8328,1004,Cream,fairway-market/departments/1004,fairway-market/departments/1004/aisles/8328,Dairy & Eggs
8324,1004,Butter,fairway-market/departments/1004,fairway-market/departments/1004/aisles/8324,Dairy & Eggs
8323,1004,Other Creams & Cheeses,fairway-market/departments/1004,fairway-market/departments/1004/aisles/8323,Dairy & Eggs
8330,1004,Soy & Lactose-Free,fairway-market/departments/1004,fairway-market/departments/1004/aisles/8330,Dairy & Eggs
8331,1004,Refrigerated Pudding & Desserts,fairway-market/departments/1004,fairway-market/departments/1004/aisles/8331,Dairy & Eggs
8415,1013,Chips & Pretzels,fairway-market/departments/1013,fairway-market/departments/1013/aisles/8415,Snacks
8411,1013,Candy & Chocolate,fairway-market/departments/1013,fairway-market/departments/1013/aisles/8411,Snacks
8414,1013,Cookies & Cakes,fairway-market/departments/1013,fairway-market/departments/1013/aisles/8414,Snacks
8412,1013,Crackers,fairway-market/departments/1013,fairway-market/departments/1013/aisles/8412,Snacks
8419,1013,Energy & Granola Bars,fairway-market/departments/1013,fairway-market/departments/1013/aisles/8419,Snacks
8418,1013,Ice Cream Toppings,fairway-market/departments/1013,fairway-market/departments/1013/aisles/8418,Snacks
8416,1013,"Nuts, Seeds & Dried Fruit",fairway-market/departments/1013,fairway-market/departments/1013/aisles/8416,Snacks
8413,1013,Popcorn & Jerky,fairway-market/departments/1013,fairway-market/departments/1013/aisles/8413,Snacks
8410,1013,Trail Mix & Snack Mix,fairway-market/departments/1013,fairway-market/departments/1013/aisles/8410,Snacks
8409,1013,Mint & Gum,fairway-market/departments/1013,fairway-market/departments/1013/aisles/8409,Snacks
8417,1013,Fruit & Vegetable Snacks,fairway-market/departments/1013,fairway-market/departments/1013/aisles/8417,Snacks
8318,1003,"Water, Seltzer & Sparkling Water",fairway-market/departments/1003,fairway-market/departments/1003/aisles/8318,Beverages
8320,1003,Coffee,fairway-market/departments/1003,fairway-market/departments/1003/aisles/8320,Beverages
8321,1003,Tea,fairway-market/departments/1003,fairway-market/departments/1003/aisles/8321,Beverages
8322,1003,Juice & Nectars,fairway-market/departments/1003,fairway-market/departments/1003/aisles/8322,Beverages
8319,1003,Energy & Sports Drinks,fairway-market/departments/1003,fairway-market/departments/1003/aisles/8319,Beverages
8317,1003,Refrigerated,fairway-market/departments/1003,fairway-market/departments/1003/aisles/8317,Beverages
8316,1003,Soft Drinks,fairway-market/departments/1003,fairway-market/departments/1003/aisles/8316,Beverages
8315,1003,Cocoa & Drink Mixes,fairway-market/departments/1003,fairway-market/departments/1003/aisles/8315,Beverages
8372,1009,Condiments,fairway-market/departments/1009,fairway-market/departments/1009/aisles/8372,Pantry
8368,1009,"Honeys, Syrups & Nectars",fairway-market/departments/1009,fairway-market/departments/1009/aisles/8368,Pantry
8371,1009,Spreads,fairway-market/departments/1009,fairway-market/departments/1009/aisles/8371,Pantry
8373,1009,Salad Dressing & Toppings,fairway-market/departments/1009,fairway-market/departments/1009/aisles/8373,Pantry
8369,1009,Oils & Vinegars,fairway-market/departments/1009,fairway-market/departments/1009/aisles/8369,Pantry
8374,1009,Pickled Goods & Olives,fairway-market/departments/1009,fairway-market/departments/1009/aisles/8374,Pantry
8363,1009,Marinades & Meat Preparation,fairway-market/departments/1009,fairway-market/departments/1009/aisles/8363,Pantry
8366,1009,Preserved Dips & Spreads,fairway-market/departments/1009,fairway-market/departments/1009/aisles/8366,Pantry
8367,1009,"Doughs, Gelatins & Bake Mixes",fairway-market/departments/1009,fairway-market/departments/1009/aisles/8367,Pantry
8370,1009,Spices & Seasonings,fairway-market/departments/1009,fairway-market/departments/1009/aisles/8370,Pantry
8364,1009,Baking Ingredients,fairway-market/departments/1009,fairway-market/departments/1009/aisles/8364,Pantry
8365,1009,Baking Supplies & Decor,fairway-market/departments/1009,fairway-market/departments/1009/aisles/8365,Pantry
8459,1020,Ice Cream & Ice,fairway-market/departments/1020,fairway-market/departments/1020/aisles/8459,Frozen
8460,1020,Frozen Breakfast,fairway-market/departments/1020,fairway-market/departments/1020/aisles/8460,Frozen
8461,1020,Frozen Appetizers & Sides,fairway-market/departments/1020,fairway-market/departments/1020/aisles/8461,Frozen
8462,1020,Frozen Meals,fairway-market/departments/1020,fairway-market/departments/1020/aisles/8462,Frozen
8463,1020,Frozen Pizza,fairway-market/departments/1020,fairway-market/departments/1020/aisles/8463,Frozen
8456,1020,Frozen Breads & Doughs,fairway-market/departments/1020,fairway-market/departments/1020/aisles/8456,Frozen
8454,1020,Frozen Produce,fairway-market/departments/1020,fairway-market/departments/1020/aisles/8454,Frozen
8464,1020,Frozen Meat & Seafood,fairway-market/departments/1020,fairway-market/departments/1020/aisles/8464,Frozen
8457,1020,Frozen Vegan & Vegetarian,fairway-market/departments/1020,fairway-market/departments/1020/aisles/8457,Frozen
8455,1020,Frozen Dessert,fairway-market/departments/1020,fairway-market/departments/1020/aisles/8455,Frozen
8458,1020,Frozen Juice,fairway-market/departments/1020,fairway-market/departments/1020/aisles/8458,Frozen
8345,1006,Air Fresheners & Candles,fairway-market/departments/1006,fairway-market/departments/1006/aisles/8345,Household
8342,1006,Cleaning Products,fairway-market/departments/1006,fairway-market/departments/1006/aisles/8342,Household
8348,1006,Dish Detergents,fairway-market/departments/1006,fairway-market/departments/1006/aisles/8348,Household
8343,1006,Food Storage,fairway-market/departments/1006,fairway-market/departments/1006/aisles/8343,Household
8344,1006,"Plates, Bowls, Cups & Flatware",fairway-market/departments/1006,fairway-market/departments/1006/aisles/8344,Household
8349,1006,Kitchen Supplies,fairway-market/departments/1006,fairway-market/departments/1006/aisles/8349,Household
8346,1006,Laundry,fairway-market/departments/1006,fairway-market/departments/1006/aisles/8346,Household
8350,1006,Paper Goods,fairway-market/departments/1006,fairway-market/departments/1006/aisles/8350,Household
8347,1006,Trash Bags & Liners,fairway-market/departments/1006,fairway-market/departments/1006/aisles/8347,Household
8340,1006,Books & Magazines,fairway-market/departments/1006,fairway-market/departments/1006/aisles/8340,Household
8338,1006,More Household,fairway-market/departments/1006,fairway-market/departments/1006/aisles/8338,Household
8361,1008,Meat Counter,fairway-market/departments/1008,fairway-market/departments/1008/aisles/8361,Meat & Seafood
8358,1008,Poultry Counter,fairway-market/departments/1008,fairway-market/departments/1008/aisles/8358,Meat & Seafood
8360,1008,Seafood Counter,fairway-market/departments/1008,fairway-market/departments/1008/aisles/8360,Meat & Seafood
8359,1008,Packaged Meat,fairway-market/departments/1008,fairway-market/departments/1008/aisles/8359,Meat & Seafood
8356,1008,Packaged Poultry,fairway-market/departments/1008,fairway-market/departments/1008/aisles/8356,Meat & Seafood
8362,1008,Packaged Seafood,fairway-market/departments/1008,fairway-market/departments/1008/aisles/8362,Meat & Seafood
8357,1008,"Hot Dogs, Bacon & Sausage",fairway-market/departments/1008,fairway-market/departments/1008/aisles/8357,Meat & Seafood
8337,1005,Lunch Meat,fairway-market/departments/1005,fairway-market/departments/1005/aisles/8337,Deli
8336,1005,Specialty Cheeses,fairway-market/departments/1005,fairway-market/departments/1005/aisles/8336,Deli
8334,1005,Prepared Meals,fairway-market/departments/1005,fairway-market/departments/1005/aisles/8334,Deli
8332,1005,Prepared Soups & Salads,fairway-market/departments/1005,fairway-market/departments/1005/aisles/8332,Deli
8335,1005,Fresh Dips & Tapenades,fairway-market/departments/1005,fairway-market/departments/1005/aisles/8335,Deli
8313,1002,Bread,fairway-market/departments/1002,fairway-market/departments/1002/aisles/8313,Bakery
8312,1002,Tortillas & Flat Bread,fairway-market/departments/1002,fairway-market/departments/1002/aisles/8312,Bakery
8314,1002,Buns & Rolls,fairway-market/departments/1002,fairway-market/departments/1002/aisles/8314,Bakery
8311,1002,Breakfast Bakery,fairway-market/departments/1002,fairway-market/departments/1002/aisles/8311,Bakery
8310,1002,Bakery Desserts,fairway-market/departments/1002,fairway-market/departments/1002/aisles/8310,Bakery
8296,1001,"Bulk Grains, Rice & Dried Beans",fairway-market/departments/1001,fairway-market/departments/1001/aisles/8296,Bulk
8299,1001,"Bulk Spreads Butter, Honey, Syrup",fairway-market/departments/1001,fairway-market/departments/1001/aisles/8299,Bulk
8300,1001,Bulk Dried Fruits & Vegetables,fairway-market/departments/1001,fairway-market/departments/1001/aisles/8300,Bulk
8298,1001,Bulk Trail Mix & Snack Mix,fairway-market/departments/1001,fairway-market/departments/1001/aisles/8298,Bulk
8308,1001,Bulk Tea & Coffee,fairway-market/departments/1001,fairway-market/departments/1001/aisles/8308,Bulk
8301,1001,Bulk Flours & Powders,fairway-market/departments/1001,fairway-market/departments/1001/aisles/8301,Bulk
8302,1001,Bulk Nuts & Seeds,fairway-market/departments/1001,fairway-market/departments/1001/aisles/8302,Bulk
8303,1001,Bulk Candies & Chocolates,fairway-market/departments/1001,fairway-market/departments/1001/aisles/8303,Bulk
8297,1001,Bulk Pasta,fairway-market/departments/1001,fairway-market/departments/1001/aisles/8297,Bulk
8309,1001,Other Bulk,fairway-market/departments/1001,fairway-market/departments/1001/aisles/8309,Bulk
8307,1001,Bulk Sugar & Sweeteners,fairway-market/departments/1001,fairway-market/departments/1001/aisles/8307,Bulk
8443,1018,Canned Fruit & Applesauce,fairway-market/departments/1018,fairway-market/departments/1018/aisles/8443,Canned Goods
8442,1018,Canned & Jarred Vegetables,fairway-market/departments/1018,fairway-market/departments/1018/aisles/8442,Canned Goods
8444,1018,Canned Meals & Beans,fairway-market/departments/1018,fairway-market/departments/1018/aisles/8444,Canned Goods
8445,1018,Canned Meat & Seafood,fairway-market/departments/1018,fairway-market/departments/1018/aisles/8445,Canned Goods
8446,1018,"Soup, Broth & Bouillon",fairway-market/departments/1018,fairway-market/departments/1018/aisles/8446,Canned Goods
8426,1014,Dry Pasta,fairway-market/departments/1014,fairway-market/departments/1014/aisles/8426,Dry Goods & Pasta
8421,1014,Fresh Pasta,fairway-market/departments/1014,fairway-market/departments/1014/aisles/8421,Dry Goods & Pasta
8427,1014,Pasta Sauce,fairway-market/departments/1014,fairway-market/departments/1014/aisles/8427,Dry Goods & Pasta
8424,1014,Instant Foods,fairway-market/departments/1014,fairway-market/departments/1014/aisles/8424,Dry Goods & Pasta
8425,1014,"Grains, Rice & Dried Goods",fairway-market/departments/1014,fairway-market/departments/1014/aisles/8425,Dry Goods & Pasta
8423,1014,Spices & Seasoning,fairway-market/departments/1014,fairway-market/departments/1014/aisles/8423,Dry Goods & Pasta
8420,1014,Baking Supplies,fairway-market/departments/1014,fairway-market/departments/1014/aisles/8420,Dry Goods & Pasta
8422,1014,Whole & Ground Seeds,fairway-market/departments/1014,fairway-market/departments/1014/aisles/8422,Dry Goods & Pasta
8352,1007,Asian Foods,fairway-market/departments/1007,fairway-market/departments/1007/aisles/8352,International
8353,1007,Latino Foods,fairway-market/departments/1007,fairway-market/departments/1007/aisles/8353,International
8355,1007,Indian Foods,fairway-market/departments/1007,fairway-market/departments/1007/aisles/8355,International
8351,1007,Kosher Foods,fairway-market/departments/1007,fairway-market/departments/1007/aisles/8351,International
8354,1007,More International Foods,fairway-market/departments/1007,fairway-market/departments/1007/aisles/8354,International
8438,1017,Cereal,fairway-market/departments/1017,fairway-market/departments/1017/aisles/8438,Breakfast
8440,1017,Hot Cereal & Pancake Mixes,fairway-market/departments/1017,fairway-market/departments/1017/aisles/8440,Breakfast
8441,1017,Granola,fairway-market/departments/1017,fairway-market/departments/1017/aisles/8441,Breakfast
8439,1017,Breakfast Bars & Pastries,fairway-market/departments/1017,fairway-market/departments/1017/aisles/8439,Breakfast
8395,1011,Facial Care,fairway-market/departments/1011,fairway-market/departments/1011/aisles/8395,Personal Care
8397,1011,Deodorants,fairway-market/departments/1011,fairway-market/departments/1011/aisles/8397,Personal Care
8401,1011,Body Lotions & Soap,fairway-market/departments/1011,fairway-market/departments/1011/aisles/8401,Personal Care
8392,1011,Shave Needs,fairway-market/departments/1011,fairway-market/departments/1011/aisles/8392,Personal Care
8400,1011,Oral Hygiene,fairway-market/departments/1011,fairway-market/departments/1011/aisles/8400,Personal Care
8396,1011,Eye & Ear Care,fairway-market/departments/1011,fairway-market/departments/1011/aisles/8396,Personal Care
8390,1011,Feminine Care,fairway-market/departments/1011,fairway-market/departments/1011/aisles/8390,Personal Care
8399,1011,Beauty,fairway-market/departments/1011,fairway-market/departments/1011/aisles/8399,Personal Care
8393,1011,First Aid,fairway-market/departments/1011,fairway-market/departments/1011/aisles/8393,Personal Care
8386,1011,Hand Care,fairway-market/departments/1011,fairway-market/departments/1011/aisles/8386,Personal Care
8389,1011,Hair Care,fairway-market/departments/1011,fairway-market/departments/1011/aisles/8389,Personal Care
8391,1011,Adult Care,fairway-market/departments/1011,fairway-market/departments/1011/aisles/8391,Personal Care
8394,1011,Cleanses & Detoxes,fairway-market/departments/1011,fairway-market/departments/1011/aisles/8394,Personal Care
8404,1011,"Muscles, Joints & Pain Relief",fairway-market/departments/1011,fairway-market/departments/1011/aisles/8404,Personal Care
8403,1011,Digestion,fairway-market/departments/1011,fairway-market/departments/1011/aisles/8403,Personal Care
8405,1011,"Cold, Flu & Allergy",fairway-market/departments/1011,fairway-market/departments/1011/aisles/8405,Personal Care
8382,1011,Stress & Sleep Aids,fairway-market/departments/1011,fairway-market/departments/1011/aisles/8382,Personal Care
8388,1011,Vitamins & Supplements,fairway-market/departments/1011,fairway-market/departments/1011/aisles/8388,Personal Care
8387,1011,Protein & Meal Replacements,fairway-market/departments/1011,fairway-market/departments/1011/aisles/8387,Personal Care
8385,1011,Clothing,fairway-market/departments/1011,fairway-market/departments/1011/aisles/8385,Personal Care
8383,1011,Aromatherapy,fairway-market/departments/1011,fairway-market/departments/1011/aisles/8383,Personal Care
8384,1011,Tinctures,fairway-market/departments/1011,fairway-market/departments/1011/aisles/8384,Personal Care
8402,1011,Foot Care,fairway-market/departments/1011,fairway-market/departments/1011/aisles/8402,Personal Care
8430,1015,Baby Bath & Body Care,fairway-market/departments/1015,fairway-market/departments/1015/aisles/8430,Babies
8429,1015,Baby Food & Formula,fairway-market/departments/1015,fairway-market/departments/1015/aisles/8429,Babies
8431,1015,Diapers & Wipes,fairway-market/departments/1015,fairway-market/departments/1015/aisles/8431,Babies
8428,1015,Baby First Aid & Vitamins,fairway-market/departments/1015,fairway-market/departments/1015/aisles/8428,Babies
8432,1015,Baby Accessories,fairway-market/departments/1015,fairway-market/departments/1015/aisles/8432,Babies
8408,1012,Cat Food & Care,fairway-market/departments/1012,fairway-market/departments/1012/aisles/8408,Pets
8406,1012,Dog Food & Care,fairway-market/departments/1012,fairway-market/departments/1012/aisles/8406,Pets
